trace_id,requirement_id,source_requirement_id,screen_id,route_id,route,state_id,platform,viewport,text_scale,test_id,golden_id,golden_sha256,design_node_id,device_evidence_id,expected_result,evidence_path,evidence_sha256,proof_kind,status,cta_id,cta_enabled,handler_ref,feature_flag,accessibility_journey_id,owner,verified_at,reviewer,notes
UI031-TRACE-SCREEN-P1-11,UI031-VIS-SCREEN-P1-11,N/A,P1-11,RT-036,modal:vet-review,N/A,BOTH,390x844,1.0,mobile/test/visual/day24_vet_detail_review_golden_test.dart#P1-11 Write Review golden at 390x844,mobile/test/visual/goldens/day24/p1-11-write-review-390x844.png,A01A5BD0FC084AEDC3C8C07EE4337E19A885EACCDCB3C08C335E204BAD23D2EB,462:524,N/A,P1-11 Write Review appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W8/cta-row-proof-20260723/runtime-goldens-71-pass.raw.txt,EC6E7E073BC62B22C34AD873A5CACC993CFC2AE3B8BDE7670297CB3DDA0DA274,SCREEN_RUNTIME_GOLDEN_AND_W3,PASS,N/A,N/A,N/A,N/A,N/A,vets,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=RUNTIME_PHASE1;source_node=442:473;proof_id=W3-CAN-P1-11-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;golden_manifest=docs/qa/ui-v031/W8_RUNTIME_GOLDEN_HASHES.json;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P1-12,UI031-VIS-SCREEN-P1-12,N/A,P1-12,RT-014,/health,N/A,BOTH,390x844,1.0,mobile/test/visual/day27_health_timeline_event_golden_test.dart#P1-12 Health Timeline golden at 390x844,mobile/test/visual/goldens/day27/p1-12-health-timeline-390x844.png,91BC203D4FD82D7688C3FF22016F3F70B1A6BE79E0A25CA1DC97A4D2F6B1EFD0,462:572,N/A,P1-12 Health Timeline appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W8/cta-row-proof-20260723/runtime-goldens-71-pass.raw.txt,EC6E7E073BC62B22C34AD873A5CACC993CFC2AE3B8BDE7670297CB3DDA0DA274,SCREEN_RUNTIME_GOLDEN_AND_W3,PASS,N/A,N/A,N/A,N/A,N/A,health,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=RUNTIME_PHASE1;source_node=442:516;proof_id=W3-CAN-P1-12-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;golden_manifest=docs/qa/ui-v031/W8_RUNTIME_GOLDEN_HASHES.json;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P1-13,UI031-VIS-SCREEN-P1-13,N/A,P1-13,RT-015,/health/events/new,N/A,BOTH,390x844,1.0,mobile/test/visual/day27_health_timeline_event_golden_test.dart#P1-13 Add Health Event golden at 390x844,mobile/test/visual/goldens/day27/p1-13-add-health-event-390x844.png,DBC2C5BC6E850706AEC9117469BC1CA56F185E3024E284EF887182A3D0AF873A,462:659,N/A,P1-13 Add Health Event appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W8/cta-row-proof-20260723/runtime-goldens-71-pass.raw.txt,EC6E7E073BC62B22C34AD873A5CACC993CFC2AE3B8BDE7670297CB3DDA0DA274,SCREEN_RUNTIME_GOLDEN_AND_W3,PASS,N/A,N/A,N/A,N/A,N/A,health,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=RUNTIME_PHASE1;source_node=442:589;proof_id=W3-CAN-P1-13-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;golden_manifest=docs/qa/ui-v031/W8_RUNTIME_GOLDEN_HASHES.json;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P1-14,UI031-VIS-SCREEN-P1-14,N/A,P1-14,RT-016,/health/reminders,N/A,BOTH,390x844,1.0,mobile/test/visual/day28_reminder_notification_golden_test.dart#P1-14 Reminder Calendar golden at 390x844,mobile/test/visual/goldens/day28/p1-14-reminder-calendar-390x844.png,277C7E58412268C14BF7478E357BBC845B638A22FC853D1BC3EDFEB129949FE2,462:716,N/A,P1-14 Reminder Calendar appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W8/cta-row-proof-20260723/runtime-goldens-71-pass.raw.txt,EC6E7E073BC62B22C34AD873A5CACC993CFC2AE3B8BDE7670297CB3DDA0DA274,SCREEN_RUNTIME_GOLDEN_AND_W3,PASS,N/A,N/A,N/A,N/A,N/A,reminders,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=RUNTIME_PHASE1;source_node=442:639;proof_id=W3-CAN-P1-14-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;golden_manifest=docs/qa/ui-v031/W8_RUNTIME_GOLDEN_HASHES.json;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P1-15,UI031-VIS-SCREEN-P1-15,N/A,P1-15,RT-017,/notifications,N/A,BOTH,390x844,1.0,mobile/test/visual/day28_reminder_notification_golden_test.dart#P1-15 Notification Center golden at 390x844,mobile/test/visual/goldens/day28/p1-15-notification-center-390x844.png,01619868FB4302E3EDDE0F6273105B9FB1261F07EA53CEE11CF4756AAE8365E5,462:824,N/A,P1-15 Notification Center appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W8/cta-row-proof-20260723/runtime-goldens-71-pass.raw.txt,EC6E7E073BC62B22C34AD873A5CACC993CFC2AE3B8BDE7670297CB3DDA0DA274,SCREEN_RUNTIME_GOLDEN_AND_W3,PASS,N/A,N/A,N/A,N/A,N/A,notifications,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=RUNTIME_PHASE1;source_node=442:732;proof_id=W3-CAN-P1-15-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;golden_manifest=docs/qa/ui-v031/W8_RUNTIME_GOLDEN_HASHES.json;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P1-16,UI031-VIS-SCREEN-P1-16,N/A,P1-16,RT-022,/profile,N/A,BOTH,390x844,1.0,mobile/test/visual/phase1_home_profile_golden_test.dart#P1-16 Profile golden at 390x844,mobile/test/visual/goldens/day19/p1-16-profile-390x844.png,2823C2B3644EFFDA2881AF54606C9FD32A001F1FE3AEB5AEABD99DE6F358CC31,462:893,N/A,P1-16 Profile Screen appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W8/cta-row-proof-20260723/runtime-goldens-71-pass.raw.txt,EC6E7E073BC62B22C34AD873A5CACC993CFC2AE3B8BDE7670297CB3DDA0DA274,SCREEN_RUNTIME_GOLDEN_AND_W3,PASS,N/A,N/A,N/A,N/A,N/A,profile,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=RUNTIME_PHASE1;source_node=442:792;proof_id=W3-CAN-P1-16-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;golden_manifest=docs/qa/ui-v031/W8_RUNTIME_GOLDEN_HASHES.json;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P2-01,UI031-VIS-SCREEN-P2-01,N/A,P2-01,RT-023,/rescue,N/A,BOTH,390x844,1.0,mobile/test/visual/ui_v031_rescue_staged_golden_test.dart#P2-01 Rescue staged golden at 390x844,mobile/test/visual/goldens/ui-v031-rescue/rescue-staged-390x844.png,9FEC9128DB8C95B049720BA217C03F6F4451E48AABF4ED9FA492B680418E6DF6,462:966,N/A,P2-01 Rescue Home appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W8/cta-row-proof-20260723/runtime-goldens-71-pass.raw.txt,EC6E7E073BC62B22C34AD873A5CACC993CFC2AE3B8BDE7670297CB3DDA0DA274,SCREEN_RUNTIME_GOLDEN_AND_W3,PASS,N/A,N/A,N/A,N/A,N/A,rescue,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=STAGED_PHASE2_FLAG_OFF;source_node=442:855;proof_id=W3-CAN-P2-01-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;golden_manifest=docs/qa/ui-v031/W8_RUNTIME_GOLDEN_HASHES.json;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P2-02,UI031-VIS-SCREEN-P2-02,N/A,P2-02,RT-024,/rescue/drafts/new,N/A,DESIGN,390x844,1.0,N/A,N/A,N/A,462:1028,N/A,P2-02 Create Lost Alert appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W3/post-write-v032-section.png,7C27ACB71E3FE54D02D56992701B02FD15EFD37EF9412786CE758060CB99D050,SCREEN_W3_DESIGN,PASS,N/A,N/A,N/A,N/A,N/A,rescue,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=DESIGN_ONLY_PHASE2;source_node=442:908;proof_id=W3-CAN-P2-02-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P2-03,UI031-VIS-SCREEN-P2-03,N/A,P2-03,RT-025,/rescue/drafts/:draftId/details,N/A,DESIGN,390x844,1.0,N/A,N/A,N/A,462:1074,N/A,P2-03 Lost Info Form appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W3/post-write-v032-section.png,7C27ACB71E3FE54D02D56992701B02FD15EFD37EF9412786CE758060CB99D050,SCREEN_W3_DESIGN,PASS,N/A,N/A,N/A,N/A,N/A,rescue,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=DESIGN_ONLY_PHASE2;source_node=442:949;proof_id=W3-CAN-P2-03-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
UI031-TRACE-SCREEN-P2-04,UI031-VIS-SCREEN-P2-04,N/A,P2-04,RT-027,/rescue/cases/:caseId,N/A,DESIGN,390x844,1.0,N/A,N/A,N/A,462:1109,N/A,P2-04 Case Detail appears exactly once in the v0.31 denominator and preserves its locked scope,output-evidence/ui-v031/UI-CC-2026-07-21-G4B/W3/post-write-v032-section.png,7C27ACB71E3FE54D02D56992701B02FD15EFD37EF9412786CE758060CB99D050,SCREEN_W3_DESIGN,PASS,N/A,N/A,N/A,N/A,N/A,rescue,2026-07-22T17:50:00+07:00,Codex deterministic evidence reconciliation; Product Owner G4B sign-off pending,screen-denominator;classification=DESIGN_ONLY_PHASE2;source_node=442:984;proof_id=W3-CAN-P2-04-390x844;w3_matrix_sha256=D9F295525E261D797823F06E872472C0CAB2C2F599F57AB8A74126F1B8D3468A;w3_audit_sha256=5D5DBCB8C12C1768A174B299DE5E4FE818C80B6989C23D3453473698172BAB0F;execution_overlay=docs/qa/ui-v031/ui_v031_trace_execution_overlay.csv
